,0,1,2,3,4,5,6,7,8,9
0,0.1801614699610222,0.32054771391625586,0.21206403002239604,0.1890804334247964,0.1843647323148517,0.27172050877459253,0.1973255456489127,0.28103556891824893,0.1719011854155199,0.2182788622452604
1,0.20865137830581482,0.25818207569655455,0.17186106872398527,0.19708764472139456,0.18590718585322574,0.3741385179707275,0.22857384388803215,0.1890182961401694,0.3690467204215484,0.2516833948490803
2,0.17190732480263393,0.4341016303381931,0.20637365445572992,0.1862634319525983,0.3030672088515513,0.23454756757220274,0.21933004734381725,0.20362287987808975,0.17169237351617644,0.23325298695128552
3,0.21152325563281218,0.2719881881358348,0.23072538941520718,0.22777942449544208,0.3088984166845381,0.28858466584938575,0.21393210924995648,0.19006222516970778,0.21164774994957308,0.24913362471421702
4,0.2108788164573468,0.2838591283258195,0.27070843346145923,0.18557154976592857,0.18133068303225391,0.27654346602282653,0.23551488481071547,0.21310620927194174,0.20677850895077254,0.3104774561211928
5,0.2128904229292061,0.467549407634191,0.17948789120869035,0.19661293302048785,0.18761452393224853,0.5412248292351355,0.2669130450466879,0.25830710413005803,0.1735222703770568,0.338925634551314
6,0.20106806447582445,0.32402938796239406,0.21455472122121916,0.18670138075885212,0.32362660992705505,0.29893821576561275,0.26657547798122383,0.2538287715103474,0.16717545560594185,0.3327295561518843
7,0.18243424403079825,0.27001454048189566,0.18033334395461895,0.21189878673251059,0.2119317505067374,0.283010026602323,0.2956554270986743,0.16606036274,0.18045848919106197,0.3979029191996693
8,0.1978249904678433,0.3169857376001668,0.1742847786815181,0.25895396415387234,0.26718348574005857,0.28277742877993667,0.2585511007226884,0.1831451406035552,0.21279506617825739,0.2894081568404811
9,0.325280113709173,0.2749059643445535,0.17344106800090764,0.18685299527326443,0.3910754378050316,0.24876654982161592,0.21262853089559552,0.16584226330490232,0.2513983507382552,0.6592583929093226
